week_start,report_week,side,direction,rank,stock_name,stock_code,value_sgd_m
2025-01-27,27 January 2025,retail,buy,1,Mapletree Industrial Trust,ME8U,30.930689
2025-01-27,27 January 2025,retail,buy,2,Seatrium,5E2,19.811531
2025-01-27,27 January 2025,retail,buy,3,Mapletree Logistics Trust,M44U,15.588916
2025-01-27,27 January 2025,retail,buy,4,Venture Corporation,V03,9.545145
2025-01-27,27 January 2025,retail,buy,5,SATS,S58,8.475984
2025-01-27,27 January 2025,retail,buy,6,Keppel DC REIT,AJBU,7.776926
2025-01-27,27 January 2025,retail,buy,7,Thai Beverage,Y92,4.9456945
2025-01-27,27 January 2025,retail,buy,8,SGX,S68,3.656864
2025-01-27,27 January 2025,retail,buy,9,Keppel REIT,K71U,3.575601
2025-01-27,27 January 2025,retail,buy,10,CapitaLand India Trust,CY6U,3.335424
2025-01-27,27 January 2025,retail,sell,1,Singtel,Z74,-68.01450320000001
2025-01-27,27 January 2025,retail,sell,2,DBS,D05,-57.511332
2025-01-27,27 January 2025,retail,sell,3,OCBC,O39,-29.08845
2025-01-27,27 January 2025,retail,sell,4,Yangzijiang Shipbuilding,BS6,-22.380203
2025-01-27,27 January 2025,retail,sell,5,UOB,U11,-19.376861
2025-01-27,27 January 2025,retail,sell,6,ST Engineering,S63,-8.610522
2025-01-27,27 January 2025,retail,sell,7,Japfa,UD2,-6.382264
2025-01-27,27 January 2025,retail,sell,8,Wilmar International,F34,-6.351199
2025-01-27,27 January 2025,retail,sell,9,Yangzijiang Financial,YF8,-3.832709
2025-01-27,27 January 2025,retail,sell,10,SIA,C6L,-3.14144
2025-02-03,3 February 2025,institutional,buy,1,SGX,S68,68.807053
2025-02-03,3 February 2025,institutional,buy,2,Singtel,Z74,23.01094980000001
2025-02-03,3 February 2025,institutional,buy,3,Wilmar International,F34,15.505851
2025-02-03,3 February 2025,institutional,buy,4,Hongkong Land,H78,14.0933973621
2025-02-03,3 February 2025,institutional,buy,5,Japfa,UD2,12.87694
2025-02-03,3 February 2025,institutional,buy,6,ST Engineering,S63,8.85269
2025-02-03,3 February 2025,institutional,buy,7,CapitaLand Integrated Commercial Trust,C38U,3.945606
2025-02-03,3 February 2025,institutional,buy,8,Rex International,5WH,3.8898871
2025-02-03,3 February 2025,institutional,buy,9,Parkway Life REIT,C2PU,3.707521
2025-02-03,3 February 2025,institutional,buy,10,Mapletree Logistics Trust,M44U,3.1642325
2025-02-03,3 February 2025,institutional,sell,1,DBS,D05,-51.648969
2025-02-03,3 February 2025,institutional,sell,2,OCBC,O39,-29.113551
2025-02-03,3 February 2025,institutional,sell,3,Seatrium,5E2,-25.196002
2025-02-03,3 February 2025,institutional,sell,4,SATS,S58,-22.551335
2025-02-03,3 February 2025,institutional,sell,5,Venture Corporation,V03,-15.618066
2025-02-03,3 February 2025,institutional,sell,6,Mapletree Industrial Trust,ME8U,-15.293903
2025-02-03,3 February 2025,institutional,sell,7,ComfortDelGro,C52,-14.951183
2025-02-03,3 February 2025,institutional,sell,8,Keppel,BN4,-14.533286
2025-02-03,3 February 2025,institutional,sell,9,Keppel REIT,K71U,-14.5316745
2025-02-03,3 February 2025,institutional,sell,10,UOB,U11,-13.899936
2025-02-03,3 February 2025,retail,buy,1,DBS,D05,94.316269
2025-02-03,3 February 2025,retail,buy,2,OCBC,O39,46.317467
2025-02-03,3 February 2025,retail,buy,3,Seatrium,5E2,39.660523
2025-02-03,3 February 2025,retail,buy,4,UOB,U11,28.745587
2025-02-03,3 February 2025,retail,buy,5,Yangzijiang Shipbuilding,BS6,22.078957
2025-02-03,3 February 2025,retail,buy,6,Keppel,BN4,18.292825
2025-02-03,3 February 2025,retail,buy,7,Venture Corporation,V03,15.729875
2025-02-03,3 February 2025,retail,buy,8,SATS,S58,15.594012
2025-02-03,3 February 2025,retail,buy,9,Sembcorp Industries,U96,14.628298
2025-02-03,3 February 2025,retail,buy,10,Keppel REIT,K71U,13.9641835
2025-02-03,3 February 2025,retail,sell,1,SGX,S68,-73.218038
2025-02-03,3 February 2025,retail,sell,2,ST Engineering,S63,-15.960834
2025-02-03,3 February 2025,retail,sell,3,Wilmar International,F34,-15.82509
2025-02-03,3 February 2025,retail,sell,4,Japfa,UD2,-14.20078
2025-02-03,3 February 2025,retail,sell,5,SIA,C6L,-8.151463
2025-02-03,3 February 2025,retail,sell,6,Rex International,5WH,-5.006681400000001
2025-02-03,3 February 2025,retail,sell,7,Hongkong Land,H78,-4.336801461799999
2025-02-03,3 February 2025,retail,sell,8,Parkway Life REIT,C2PU,-3.083206
2025-02-03,3 February 2025,retail,sell,9,Wee Hur,E3B,-2.8266645
2025-02-03,3 February 2025,retail,sell,10,Keppel DC REIT,AJBU,-2.81551
2025-02-10,10 February 2025,institutional,buy,1,Singtel,Z74,83.2865165
2025-02-10,10 February 2025,institutional,buy,2,Seatrium,5E2,73.198693
2025-02-10,10 February 2025,institutional,buy,3,Yangzijiang Shipbuilding,BS6,24.351117
2025-02-10,10 February 2025,institutional,buy,4,CapitaLand Integrated Commercial Trust,C38U,24.2948085
2025-02-10,10 February 2025,institutional,buy,5,Yangzijiang Financial,YF8,17.609806
2025-02-10,10 February 2025,institutional,buy,6,Suntec REIT,T82U,11.047976
2025-02-10,10 February 2025,institutional,buy,7,Rex International,5WH,9.801913399999998
2025-02-10,10 February 2025,institutional,buy,8,Wilmar International,F34,9.56596
2025-02-10,10 February 2025,institutional,buy,9,iFast Corporation,AIY,7.858167
2025-02-10,10 February 2025,institutional,buy,10,CapitaLand Investment,9CI,7.792428
2025-02-10,10 February 2025,institutional,sell,1,OCBC,O39,-96.3334118
2025-02-10,10 February 2025,institutional,sell,2,DBS,D05,-50.437327
2025-02-10,10 February 2025,institutional,sell,3,SGX,S68,-25.05943
2025-02-10,10 February 2025,institutional,sell,4,Mapletree Industrial Trust,ME8U,-16.032356
2025-02-10,10 February 2025,institutional,sell,5,Frasers Centrepoint Trust,J69U,-12.749608
2025-02-10,10 February 2025,institutional,sell,6,Thai Beverage,Y92,-12.35388425
2025-02-10,10 February 2025,institutional,sell,7,SATS,S58,-11.251325
2025-02-10,10 February 2025,institutional,sell,8,Keppel,BN4,-10.886355
2025-02-10,10 February 2025,institutional,sell,9,Sembcorp Industries,U96,-9.989803
2025-02-10,10 February 2025,institutional,sell,10,Keppel DC REIT,AJBU,-8.652772999999998
2025-02-10,10 February 2025,retail,buy,1,DBS,D05,95.886458
2025-02-10,10 February 2025,retail,buy,2,OCBC,O39,76.3001838
2025-02-10,10 February 2025,retail,buy,3,Mapletree Industrial Trust,ME8U,31.641978
2025-02-10,10 February 2025,retail,buy,4,SGX,S68,24.648786
2025-02-10,10 February 2025,retail,buy,5,SATS,S58,17.167303
2025-02-10,10 February 2025,retail,buy,6,Keppel DC REIT,AJBU,11.597353
2025-02-10,10 February 2025,retail,buy,7,Thai Beverage,Y92,11.4859355
2025-02-10,10 February 2025,retail,buy,8,Keppel REIT,K71U,10.8531855
2025-02-10,10 February 2025,retail,buy,9,Sembcorp Industries,U96,10.800229
2025-02-10,10 February 2025,retail,buy,10,Frasers Centrepoint Trust,J69U,9.985151
2025-02-10,10 February 2025,retail,sell,1,Seatrium,5E2,-150.739619
2025-02-10,10 February 2025,retail,sell,2,Singtel,Z74,-57.7853557
2025-02-10,10 February 2025,retail,sell,3,Yangzijiang Shipbuilding,BS6,-24.316642
2025-02-10,10 February 2025,retail,sell,4,Yangzijiang Financial,YF8,-22.0590525
2025-02-10,10 February 2025,retail,sell,5,iFast Corporation,AIY,-17.074902
2025-02-10,10 February 2025,retail,sell,6,Wilmar International,F34,-10.304365
2025-02-10,10 February 2025,retail,sell,7,Rex International,5WH,-10.1529275
2025-02-10,10 February 2025,retail,sell,8,CapitaLand Integrated Commercial Trust,C38U,-9.085517
2025-02-10,10 February 2025,retail,sell,9,Venture Corporation,V03,-8.352244
2025-02-10,10 February 2025,retail,sell,10,Paragon REIT,SK6U,-7.84413
2025-02-17,17 February 2025,institutional,buy,1,SIA,C6L,27.627861
2025-02-17,17 February 2025,institutional,buy,2,Sembcorp Industries,U96,26.786679
2025-02-17,17 February 2025,institutional,buy,3,ST Engineering,S63,21.697991
2025-02-17,17 February 2025,institutional,buy,4,iFast Corporation,AIY,19.571667
2025-02-17,17 February 2025,institutional,buy,5,Yangzijiang Financial,YF8,18.622764
2025-02-17,17 February 2025,institutional,buy,6,DBS,D05,18.555304
2025-02-17,17 February 2025,institutional,buy,7,Jardine Matheson,J36,13.29571172
2025-02-17,17 February 2025,institutional,buy,8,Yangzijiang Shipbuilding,BS6,6.88885
2025-02-17,17 February 2025,institutional,buy,9,Hongkong Land,H78,6.817677404499996
2025-02-17,17 February 2025,institutional,buy,10,Thai Beverage,Y92,5.306386
2025-02-17,17 February 2025,institutional,sell,1,UOB,U11,-69.272907
2025-02-17,17 February 2025,institutional,sell,2,OCBC,O39,-68.0712
2025-02-17,17 February 2025,institutional,sell,3,Singtel,Z74,-57.3214636
2025-02-17,17 February 2025,institutional,sell,4,Seatrium,5E2,-26.333948
2025-02-17,17 February 2025,institutional,sell,5,CapitaLand Investment,9CI,-23.687709
2025-02-17,17 February 2025,institutional,sell,6,SATS,S58,-19.241003
2025-02-17,17 February 2025,institutional,sell,7,CapitaLand Ascendas REIT,A17U,-17.175158
2025-02-17,17 February 2025,institutional,sell,8,Keppel,BN4,-16.121601
2025-02-17,17 February 2025,institutional,sell,9,Mapletree Industrial Trust,ME8U,-13.359499
2025-02-17,17 February 2025,institutional,sell,10,SGX,S68,-10.551787
2025-02-17,17 February 2025,retail,buy,1,UOB,U11,94.670014
2025-02-17,17 February 2025,retail,buy,2,OCBC,O39,52.336305
2025-02-17,17 February 2025,retail,buy,3,Seatrium,5E2,47.75305
2025-02-17,17 February 2025,retail,buy,4,CapitaLand Investment,9CI,27.631288
2025-02-17,17 February 2025,retail,buy,5,SATS,S58,21.987218
2025-02-17,17 February 2025,retail,buy,6,Singtel,Z74,21.513474
2025-02-17,17 February 2025,retail,buy,7,CapitaLand Ascendas REIT,A17U,21.505372
2025-02-17,17 February 2025,retail,buy,8,Mapletree Industrial Trust,ME8U,17.507
2025-02-17,17 February 2025,retail,buy,9,Wilmar International,F34,13.414114
2025-02-17,17 February 2025,retail,buy,10,Frasers Centrepoint Trust,J69U,8.543107
2025-02-17,17 February 2025,retail,sell,1,DBS,D05,-121.358207
2025-02-17,17 February 2025,retail,sell,2,SIA,C6L,-46.062954
2025-02-17,17 February 2025,retail,sell,3,Sembcorp Industries,U96,-43.26254
2025-02-17,17 February 2025,retail,sell,4,iFast Corporation,AIY,-28.622311
2025-02-17,17 February 2025,retail,sell,5,Yangzijiang Financial,YF8,-21.4832185
2025-02-17,17 February 2025,retail,sell,6,ST Engineering,S63,-9.799709
2025-02-17,17 February 2025,retail,sell,7,Paragon REIT,SK6U,-4.811064
2025-02-17,17 February 2025,retail,sell,8,Keppel DC REIT,AJBU,-3.972472
2025-02-17,17 February 2025,retail,sell,9,Hongkong Land,H78,-3.9331460201
2025-02-17,17 February 2025,retail,sell,10,Jardine Matheson,J36,-3.5868879473
2025-02-24,24 February 2025,institutional,buy,1,SIA,C6L,106.878321
2025-02-24,24 February 2025,institutional,buy,2,SGX,S68,48.864029
2025-02-24,24 February 2025,institutional,buy,3,Yangzijiang Financial,YF8,28.3965305
2025-02-24,24 February 2025,institutional,buy,4,Sembcorp Industries,U96,25.000205
2025-02-24,24 February 2025,institutional,buy,5,Keppel,BN4,22.246629
2025-02-24,24 February 2025,institutional,buy,6,iFast Corporation,AIY,21.088969
2025-02-24,24 February 2025,institutional,buy,7,Wilmar International,F34,15.36218
2025-02-24,24 February 2025,institutional,buy,8,CapitaLand Ascendas REIT,A17U,13.594261
2025-02-24,24 February 2025,institutional,buy,9,Mapletree Logistics Trust,M44U,12.700557
2025-02-24,24 February 2025,institutional,buy,10,Singtel,Z74,12.5595643
2025-02-24,24 February 2025,institutional,sell,1,OCBC,O39,-141.0712068
2025-02-24,24 February 2025,institutional,sell,2,Yangzijiang Shipbuilding,BS6,-129.272831
2025-02-24,24 February 2025,institutional,sell,3,UOB,U11,-76.561181
2025-02-24,24 February 2025,institutional,sell,4,DBS,D05,-73.161843
2025-02-24,24 February 2025,institutional,sell,5,Seatrium,5E2,-42.636335
2025-02-24,24 February 2025,institutional,sell,6,Mapletree Industrial Trust,ME8U,-35.365871
2025-02-24,24 February 2025,institutional,sell,7,SATS,S58,-33.939802
2025-02-24,24 February 2025,institutional,sell,8,Genting Singapore,G13,-18.324991
2025-02-24,24 February 2025,institutional,sell,9,Keppel DC REIT,AJBU,-18.007285
2025-02-24,24 February 2025,institutional,sell,10,Frasers Centrepoint Trust,J69U,-12.278991
2025-02-24,24 February 2025,retail,buy,1,OCBC,O39,214.7145898
2025-02-24,24 February 2025,retail,buy,2,Yangzijiang Shipbuilding,BS6,182.5849240472
2025-02-24,24 February 2025,retail,buy,3,DBS,D05,73.064422
2025-02-24,24 February 2025,retail,buy,4,UOB,U11,63.507036
2025-02-24,24 February 2025,retail,buy,5,Seatrium,5E2,50.175259
2025-02-24,24 February 2025,retail,buy,6,SATS,S58,40.724851
2025-02-24,24 February 2025,retail,buy,7,Genting Singapore,G13,20.366085
2025-02-24,24 February 2025,retail,buy,8,Mapletree Industrial Trust,ME8U,14.152127
2025-02-24,24 February 2025,retail,buy,9,Olam Group,VC2,10.6964555
2025-02-24,24 February 2025,retail,buy,10,Venture Corporation,V03,10.236954
2025-02-24,24 February 2025,retail,sell,1,SIA,C6L,-141.904809
2025-02-24,24 February 2025,retail,sell,2,Sembcorp Industries,U96,-46.461185
2025-02-24,24 February 2025,retail,sell,3,Yangzijiang Financial,YF8,-39.763265
2025-02-24,24 February 2025,retail,sell,4,Singtel,Z74,-35.5116505
2025-02-24,24 February 2025,retail,sell,5,iFast Corporation,AIY,-33.880427
2025-02-24,24 February 2025,retail,sell,6,ST Engineering,S63,-23.309581
2025-02-24,24 February 2025,retail,sell,7,SGX,S68,-20.474637
2025-02-24,24 February 2025,retail,sell,8,Wilmar International,F34,-13.116118
2025-02-24,24 February 2025,retail,sell,9,UOL,U14,-10.937437
2025-02-24,24 February 2025,retail,sell,10,CapitaLand Investment,9CI,-7.893339
2025-03-03,3 March 2025,institutional,buy,1,ST Engineering,S63,61.498688
2025-03-03,3 March 2025,institutional,buy,2,SIA,C6L,60.40607
2025-03-03,3 March 2025,institutional,buy,3,CapitaLand Integrated Commercial Trust,C38U,27.735512
2025-03-03,3 March 2025,institutional,buy,4,ComfortDelGro,C52,16.035054
2025-03-03,3 March 2025,institutional,buy,5,UOB,U11,15.817691
2025-03-03,3 March 2025,institutional,buy,6,Sembcorp Industries,U96,14.047983
2025-03-03,3 March 2025,institutional,buy,7,Mapletree Logistics Trust,M44U,12.708471
2025-03-03,3 March 2025,institutional,buy,8,Yangzijiang Financial,YF8,12.270014
2025-03-03,3 March 2025,institutional,buy,9,Wilmar International,F34,12.082914
2025-03-03,3 March 2025,institutional,buy,10,Thai Beverage,Y92,10.6377655
2025-03-03,3 March 2025,institutional,sell,1,DBS,D05,-46.460053
2025-03-03,3 March 2025,institutional,sell,2,OCBC,O39,-39.622994
2025-03-03,3 March 2025,institutional,sell,3,City Developments,C09,-21.352978
2025-03-03,3 March 2025,institutional,sell,4,CapitaLand Ascendas REIT,A17U,-18.38001
2025-03-03,3 March 2025,institutional,sell,5,Jardine Cycle & Carriage,C07,-15.977723
2025-03-03,3 March 2025,institutional,sell,6,Keppel,BN4,-11.683794
2025-03-03,3 March 2025,institutional,sell,7,Venture Corporation,V03,-11.323732
2025-03-03,3 March 2025,institutional,sell,8,SGX,S68,-11.10863
2025-03-03,3 March 2025,institutional,sell,9,Seatrium,5E2,-9.683152
2025-03-03,3 March 2025,institutional,sell,10,Jardine Matheson,J36,-6.868953070200001
2025-03-03,3 March 2025,retail,buy,1,OCBC,O39,59.073013
2025-03-03,3 March 2025,retail,buy,2,DBS,D05,53.758051
2025-03-03,3 March 2025,retail,buy,3,Yangzijiang Shipbuilding,BS6,52.12732
2025-03-03,3 March 2025,retail,buy,4,Seatrium,5E2,30.608517
2025-03-03,3 March 2025,retail,buy,5,City Developments,C09,19.594554
2025-03-03,3 March 2025,retail,buy,6,Genting Singapore,G13,18.891337
2025-03-03,3 March 2025,retail,buy,7,Jardine Cycle & Carriage,C07,16.871725
2025-03-03,3 March 2025,retail,buy,8,Venture Corporation,V03,7.58189
2025-03-03,3 March 2025,retail,buy,9,CapitaLand Ascendas REIT,A17U,7.548827
2025-03-03,3 March 2025,retail,buy,10,Keppel,BN4,7.459366
2025-03-03,3 March 2025,retail,sell,1,SIA,C6L,-85.652646
2025-03-03,3 March 2025,retail,sell,2,ST Engineering,S63,-52.114853
2025-03-03,3 March 2025,retail,sell,3,Singtel,Z74,-33.6722079
2025-03-03,3 March 2025,retail,sell,4,Sembcorp Industries,U96,-24.148981
2025-03-03,3 March 2025,retail,sell,5,Wilmar International,F34,-17.826307
2025-03-03,3 March 2025,retail,sell,6,UOL,U14,-16.460455
2025-03-03,3 March 2025,retail,sell,7,ComfortDelGro,C52,-15.374102
2025-03-03,3 March 2025,retail,sell,8,UOB,U11,-15.233694
2025-03-03,3 March 2025,retail,sell,9,UMS,558,-10.139614
2025-03-03,3 March 2025,retail,sell,10,Yangzijiang Financial,YF8,-9.9594595
2025-03-10,10 March 2025,institutional,buy,1,CapitaLand Integrated Commercial Trust,C38U,42.981467
2025-03-10,10 March 2025,institutional,buy,2,Singtel,Z74,33.0209134
2025-03-10,10 March 2025,institutional,buy,3,Jardine Matheson,J36,17.52917044000001
2025-03-10,10 March 2025,institutional,buy,4,SIA,C6L,16.565888
2025-03-10,10 March 2025,institutional,buy,5,Frasers Centrepoint Trust,J69U,13.385387
2025-03-10,10 March 2025,institutional,buy,6,Yangzijiang Financial,YF8,9.311797
2025-03-10,10 March 2025,institutional,buy,7,ST Engineering,S63,8.936375
2025-03-10,10 March 2025,institutional,buy,8,Keppel REIT,K71U,8.499824
2025-03-10,10 March 2025,institutional,buy,9,Wilmar International,F34,7.262969
2025-03-10,10 March 2025,institutional,buy,10,Keppel DC REIT,AJBU,5.015617
2025-03-10,10 March 2025,institutional,sell,1,OCBC,O39,-189.642897
2025-03-10,10 March 2025,institutional,sell,2,DBS,D05,-154.165952
2025-03-10,10 March 2025,institutional,sell,3,UOB,U11,-74.085919
2025-03-10,10 March 2025,institutional,sell,4,SATS,S58,-20.894637
2025-03-10,10 March 2025,institutional,sell,5,CapitaLand Ascendas REIT,A17U,-17.715837
2025-03-10,10 March 2025,institutional,sell,6,CapitaLand Investment,9CI,-10.39606
2025-03-10,10 March 2025,institutional,sell,7,Mapletree Logistics Trust,M44U,-9.820133
2025-03-10,10 March 2025,institutional,sell,8,Sembcorp Industries,U96,-9.136553
2025-03-10,10 March 2025,institutional,sell,9,Hongkong Land,H78,-8.174600963
2025-03-10,10 March 2025,institutional,sell,10,Keppel,BN4,-7.495525
2025-03-10,10 March 2025,retail,buy,1,DBS,D05,291.447198
2025-03-10,10 March 2025,retail,buy,2,UOB,U11,161.110091
2025-03-10,10 March 2025,retail,buy,3,OCBC,O39,158.481617
2025-03-10,10 March 2025,retail,buy,4,SATS,S58,19.107296
2025-03-10,10 March 2025,retail,buy,5,Keppel,BN4,10.176939
2025-03-10,10 March 2025,retail,buy,6,Yangzijiang Shipbuilding,BS6,9.113721
2025-03-10,10 March 2025,retail,buy,7,SGX,S68,8.592917
2025-03-10,10 March 2025,retail,buy,8,iFast Corporation,AIY,8.508863
2025-03-10,10 March 2025,retail,buy,9,CapitaLand India Trust,CY6U,5.7091855
2025-03-10,10 March 2025,retail,buy,10,Seatrium,5E2,4.211547
2025-03-10,10 March 2025,retail,sell,1,CapitaLand Integrated Commercial Trust,C38U,-25.420102
2025-03-10,10 March 2025,retail,sell,2,ST Engineering,S63,-14.432944
2025-03-10,10 March 2025,retail,sell,3,Genting Singapore,G13,-12.9962565
2025-03-10,10 March 2025,retail,sell,4,Jardine Matheson,J36,-12.6984721894
2025-03-10,10 March 2025,retail,sell,5,Keppel REIT,K71U,-12.639804
2025-03-10,10 March 2025,retail,sell,6,Keppel DC REIT,AJBU,-11.883268
2025-03-10,10 March 2025,retail,sell,7,Yangzijiang Financial,YF8,-11.1326405
2025-03-10,10 March 2025,retail,sell,8,Frasers Centrepoint Trust,J69U,-10.504034
2025-03-10,10 March 2025,retail,sell,9,SIA,C6L,-9.044857
2025-03-10,10 March 2025,retail,sell,10,CapitaLand Ascendas REIT,A17U,-8.000443
2025-03-17,17 March 2025,institutional,buy,1,Yangzijiang Shipbuilding,BS6,45.134256
2025-03-17,17 March 2025,institutional,buy,2,CapitaLand Ascendas REIT,A17U,42.71893
2025-03-17,17 March 2025,institutional,buy,3,Sembcorp Industries,U96,18.741543
2025-03-17,17 March 2025,institutional,buy,4,Mapletree Logistics Trust,M44U,17.124111
2025-03-17,17 March 2025,institutional,buy,5,SIA,C6L,14.694743
2025-03-17,17 March 2025,institutional,buy,6,ST Engineering,S63,14.685306
2025-03-17,17 March 2025,institutional,buy,7,Jardine Matheson,J36,14.3688370522632
2025-03-17,17 March 2025,institutional,buy,8,Yangzijiang Financial,YF8,10.0822585
2025-03-17,17 March 2025,institutional,buy,9,Keppel,BN4,9.37153
2025-03-17,17 March 2025,institutional,buy,10,Parkway Life REIT,C2PU,9.354947
2025-03-17,17 March 2025,institutional,sell,1,DBS,D05,-79.451118
2025-03-17,17 March 2025,institutional,sell,2,CapitaLand Integrated Commercial Trust,C38U,-29.2951395
2025-03-17,17 March 2025,institutional,sell,3,Singtel,Z74,-20.670287
2025-03-17,17 March 2025,institutional,sell,4,OCBC,O39,-20.144116
2025-03-17,17 March 2025,institutional,sell,5,Hongkong Land,H78,-9.530638951199993
2025-03-17,17 March 2025,institutional,sell,6,iFast Corporation,AIY,-6.591144
2025-03-17,17 March 2025,institutional,sell,7,SATS,S58,-6.289267
2025-03-17,17 March 2025,institutional,sell,8,CapitaLand Ascott Trust,HMN,-4.3225485
2025-03-17,17 March 2025,institutional,sell,9,Keppel DC REIT,AJBU,-3.681557
2025-03-17,17 March 2025,institutional,sell,10,Rex International,5WH,-3.640766000000001
2025-03-17,17 March 2025,retail,buy,1,iFast Corporation,AIY,15.694595
2025-03-17,17 March 2025,retail,buy,2,OCBC,O39,7.813512
2025-03-17,17 March 2025,retail,buy,3,CapitaLand Ascott Trust,HMN,6.2741545
2025-03-17,17 March 2025,retail,buy,4,SATS,S58,4.975264
2025-03-17,17 March 2025,retail,buy,5,Rex International,5WH,4.646432600000001
2025-03-17,17 March 2025,retail,buy,6,City Developments,C09,3.510319
2025-03-17,17 March 2025,retail,buy,7,Top Glove,BVA,3.4063505
2025-03-17,17 March 2025,retail,buy,8,CapitaLand Investment,9CI,3.224741
2025-03-17,17 March 2025,retail,buy,9,Yanlord Land,Z25,2.485237
2025-03-17,17 March 2025,retail,buy,10,CapitaLand Integrated Commercial Trust,C38U,2.068999
2025-03-17,17 March 2025,retail,sell,1,Keppel,BN4,-36.089207
2025-03-17,17 March 2025,retail,sell,2,Singtel,Z74,-33.324422
2025-03-17,17 March 2025,retail,sell,3,UOB,U11,-30.965005
2025-03-17,17 March 2025,retail,sell,4,Genting Singapore,G13,-22.533714
2025-03-17,17 March 2025,retail,sell,5,DBS,D05,-19.774036
2025-03-17,17 March 2025,retail,sell,6,Yangzijiang Financial,YF8,-18.0612115
2025-03-17,17 March 2025,retail,sell,7,SIA,C6L,-17.769654
2025-03-17,17 March 2025,retail,sell,8,Yangzijiang Shipbuilding,BS6,-17.596114
2025-03-17,17 March 2025,retail,sell,9,Sembcorp Industries,U96,-12.686577
2025-03-17,17 March 2025,retail,sell,10,ST Engineering,S63,-8.454326
2025-03-24,24 March 2025,institutional,buy,1,Paragon REIT,SK6U,9.349538
2025-03-24,24 March 2025,institutional,buy,2,SingPost,S08,8.845857
2025-03-24,24 March 2025,institutional,buy,3,UOL,U14,8.086724
2025-03-24,24 March 2025,institutional,buy,4,Suntec REIT,T82U,4.124197
2025-03-24,24 March 2025,institutional,buy,5,Yangzijiang Financial,YF8,3.7531605
2025-03-24,24 March 2025,institutional,buy,6,CapitaLand Investment,9CI,3.614557
2025-03-24,24 March 2025,institutional,buy,7,First Resources,EB5,3.0322
2025-03-24,24 March 2025,institutional,buy,8,SGX,S68,2.61846
2025-03-24,24 March 2025,institutional,buy,9,SIA,C6L,2.35281
2025-03-24,24 March 2025,institutional,buy,10,Mapletree Logistics Trust,M44U,2.216084
2025-03-24,24 March 2025,institutional,sell,1,UOB,U11,-111.455336
2025-03-24,24 March 2025,institutional,sell,2,Singtel,Z74,-28.018491
2025-03-24,24 March 2025,institutional,sell,3,OCBC,O39,-25.100062
2025-03-24,24 March 2025,institutional,sell,4,Venture Corporation,V03,-18.583973
2025-03-24,24 March 2025,institutional,sell,5,ST Engineering,S63,-17.839353
2025-03-24,24 March 2025,institutional,sell,6,Genting Singapore,G13,-17.216776
2025-03-24,24 March 2025,institutional,sell,7,Yangzijiang Shipbuilding,BS6,-16.600097
2025-03-24,24 March 2025,institutional,sell,8,Frasers Centrepoint Trust,J69U,-11.220079
2025-03-24,24 March 2025,institutional,sell,9,SIA Engineering,S59,-10.928467
2025-03-24,24 March 2025,institutional,sell,10,Seatrium,5E2,-10.319574
2025-03-24,24 March 2025,retail,buy,1,Yangzijiang Shipbuilding,BS6,29.789446
2025-03-24,24 March 2025,retail,buy,2,Seatrium,5E2,22.871947
2025-03-24,24 March 2025,retail,buy,3,Venture Corporation,V03,21.205929
2025-03-24,24 March 2025,retail,buy,4,UOB,U11,15.271562
2025-03-24,24 March 2025,retail,buy,5,SIA Engineering,S59,10.148988
2025-03-24,24 March 2025,retail,buy,6,City Developments,C09,5.257854
2025-03-24,24 March 2025,retail,buy,7,Frasers Centrepoint Trust,J69U,4.803087
2025-03-24,24 March 2025,retail,buy,8,SATS,S58,4.590281
2025-03-24,24 March 2025,retail,buy,9,Nio,NIO,4.41851814568
2025-03-24,24 March 2025,retail,buy,10,Frencken,E28,2.490927
2025-03-24,24 March 2025,retail,sell,1,DBS,D05,-116.232151
2025-03-24,24 March 2025,retail,sell,2,OCBC,O39,-44.900191
2025-03-24,24 March 2025,retail,sell,3,SIA,C6L,-16.485993
2025-03-24,24 March 2025,retail,sell,4,Singtel,Z74,-14.6213623
2025-03-24,24 March 2025,retail,sell,5,ST Engineering,S63,-12.364908
2025-03-24,24 March 2025,retail,sell,6,SGX,S68,-10.879887
2025-03-24,24 March 2025,retail,sell,7,SingPost,S08,-10.209746
2025-03-24,24 March 2025,retail,sell,8,CapitaLand Investment,9CI,-8.664258
2025-03-24,24 March 2025,retail,sell,9,UOL,U14,-7.313723
2025-03-24,24 March 2025,retail,sell,10,Keppel,BN4,-7.141522
2025-03-31,31 March 2025,institutional,buy,1,Singtel,Z74,129.9258641
2025-03-31,31 March 2025,institutional,buy,2,Yangzijiang Financial,YF8,32.5235925
2025-03-31,31 March 2025,institutional,buy,3,Sembcorp Industries,U96,26.040896
2025-03-31,31 March 2025,institutional,buy,4,CapitaLand Integrated Commercial Trust,C38U,19.126834
2025-03-31,31 March 2025,institutional,buy,5,CapitaLand Ascendas REIT,A17U,18.47791
2025-03-31,31 March 2025,institutional,buy,6,ST Engineering,S63,18.181287
2025-03-31,31 March 2025,institutional,buy,7,SIA,C6L,10.330437
2025-03-31,31 March 2025,institutional,buy,8,Hongkong Land,H78,9.933293065600003
2025-03-31,31 March 2025,institutional,buy,9,Frasers Centrepoint Trust,J69U,9.644139
2025-03-31,31 March 2025,institutional,buy,10,Thai Beverage,Y92,8.6892585
2025-03-31,31 March 2025,institutional,sell,1,DBS,D05,-178.462497
