week_start,report_week,side,direction,rank,stock_name,stock_code,value_sgd_m
2024-05-27,27 May 2024,institutional,sell,4,Seatrium,5E2,-82.592199
2024-05-27,27 May 2024,institutional,sell,5,Jardine Cycle & Carriage,C07,-47.310084
2024-05-27,27 May 2024,institutional,sell,6,Jardine Matheson Holdings,J36,-15.57443405865
2024-05-27,27 May 2024,institutional,sell,7,AEM Holdings,AWX,-10.128579
2024-05-27,27 May 2024,institutional,sell,8,UOL Group,U14,-9.010776
2024-05-27,27 May 2024,institutional,sell,9,Genting Singapore,G13,-8.537113
2024-05-27,27 May 2024,institutional,sell,10,Netlink NBN Trust,CJLU,-6.1838965
2024-05-27,27 May 2024,retail,buy,1,City Developments,C09,30.625579
2024-05-27,27 May 2024,retail,buy,2,Jardine Cycle & Carriage,C07,15.617357
2024-05-27,27 May 2024,retail,buy,3,Wilmar International,F34,14.261875
2024-05-27,27 May 2024,retail,buy,4,Mapletree Logistics Trust,M44U,12.072641
2024-05-27,27 May 2024,retail,buy,5,AEM Holdings,AWX,11.474394
2024-05-27,27 May 2024,retail,buy,6,Mapletree Pan Asia Commercial Trust,N2IU,10.919438
2024-05-27,27 May 2024,retail,buy,7,UOL Group,U14,10.50673
2024-05-27,27 May 2024,retail,buy,8,Golden Agri-Resources,E5H,8.0389825
2024-05-27,27 May 2024,retail,buy,9,SIA,C6L,7.518167
2024-05-27,27 May 2024,retail,buy,10,CapitaLand Ascendas REIT,A17U,7.189482
2024-05-27,27 May 2024,retail,sell,1,Yangzijiang Shipbuilding,BS6,-94.241447
2024-05-27,27 May 2024,retail,sell,2,SATS,S58,-36.061355
2024-05-27,27 May 2024,retail,sell,3,UOB,U11,-27.340351
2024-05-27,27 May 2024,retail,sell,4,Seatrium,5E2,-23.19061
2024-05-27,27 May 2024,retail,sell,5,SGX,S68,-21.148869
2024-05-27,27 May 2024,retail,sell,6,DBS,D05,-16.043502
2024-05-27,27 May 2024,retail,sell,7,OCBC,O39,-9.811129
2024-05-27,27 May 2024,retail,sell,8,CapitaLand Investment,9CI,-4.881592
2024-05-27,27 May 2024,retail,sell,9,Singtel,Z74,-3.3591771
2024-05-27,27 May 2024,retail,sell,10,Samudera Shipping Line,S56,-2.521436
2024-06-03,3 June 2024,institutional,buy,1,SATS,S58,39.641494
2024-06-03,3 June 2024,institutional,buy,2,Singtel,Z74,38.8525107
2024-06-03,3 June 2024,institutional,buy,3,UOB,U11,33.000321
2024-06-03,3 June 2024,institutional,buy,4,Jardine Cycle & Carriage,C07,32.823813
2024-06-03,3 June 2024,institutional,buy,5,SGX,S68,29.018952
2024-06-03,3 June 2024,institutional,buy,6,CapitaLand Ascendas REIT,A17U,11.986382
2024-06-03,3 June 2024,institutional,buy,7,Great Eastern Holdings,G07,10.850183
2024-06-03,3 June 2024,institutional,buy,8,Mapletree Pan Asia Commercial Trust,N2IU,9.685496
2024-06-03,3 June 2024,institutional,buy,9,CapitaLand Investment,9CI,9.411032
2024-06-03,3 June 2024,institutional,buy,10,Jardine Matheson Holdings,J36,9.028548899100002
2024-06-03,3 June 2024,institutional,sell,1,DBS,D05,-38.089846
2024-06-03,3 June 2024,institutional,sell,2,OCBC,O39,-25.352943
2024-06-03,3 June 2024,institutional,sell,3,Genting Singapore,G13,-18.017623
2024-06-03,3 June 2024,institutional,sell,4,Keppel,BN4,-17.362442
2024-06-03,3 June 2024,institutional,sell,5,SIA,C6L,-12.417896
2024-06-03,3 June 2024,institutional,sell,6,Sembcorp Industries,U96,-8.278877
2024-06-03,3 June 2024,institutional,sell,7,ST Engineering,S63,-7.214728
2024-06-03,3 June 2024,institutional,sell,8,Wilmar International,F34,-6.713452
2024-06-03,3 June 2024,institutional,sell,9,Yangzijiang Shipbuilding Holdings,BS6,-6.18876
2024-06-03,3 June 2024,institutional,sell,10,City Developments,C09,-4.997358
2024-06-03,3 June 2024,retail,buy,1,City Developments,C09,47.034128
2024-06-03,3 June 2024,retail,buy,2,DBS,D05,39.599337
2024-06-03,3 June 2024,retail,buy,3,Seatrium,5E2,32.124984
2024-06-03,3 June 2024,retail,buy,4,OCBC,O39,32.124072
2024-06-03,3 June 2024,retail,buy,5,Keppel,BN4,20.154596
2024-06-03,3 June 2024,retail,buy,6,Genting Singapore,G13,17.303156
2024-06-03,3 June 2024,retail,buy,7,Sembcorp Industries,U96,14.073064
2024-06-03,3 June 2024,retail,buy,8,Mapletree Logistics Trust,M44U,8.525605
2024-06-03,3 June 2024,retail,buy,9,Wilmar International,F34,7.647097
2024-06-03,3 June 2024,retail,buy,10,SIA,C6L,4.936488
2024-06-03,3 June 2024,retail,sell,1,SATS,S58,-36.845352
2024-06-03,3 June 2024,retail,sell,2,Jardine Cycle & Carriage,C07,-29.559014
2024-06-03,3 June 2024,retail,sell,3,SGX,S68,-21.109854
2024-06-03,3 June 2024,retail,sell,4,Singtel,Z74,-21.0019585
2024-06-03,3 June 2024,retail,sell,5,Yangzijiang Shipbuilding Holdings,BS6,-20.658539
2024-06-03,3 June 2024,retail,sell,6,UOB,U11,-14.273694
2024-06-03,3 June 2024,retail,sell,7,CapitaLand Integrated Commercial Trust,C38U,-10.875279
2024-06-03,3 June 2024,retail,sell,8,Great Eastern Holdings,G07,-10.562145
2024-06-03,3 June 2024,retail,sell,9,Thai Beverage,Y92,-7.4378925
2024-06-03,3 June 2024,retail,sell,10,AEM Holdings,AWX,-6.75761
2024-06-10,10 June 2024,institutional,buy,1,Singtel,Z74,37.4907786
2024-06-10,10 June 2024,institutional,buy,2,Seatrium,5E2,16.711863
2024-06-10,10 June 2024,institutional,buy,3,Jardine Cycle & Carriage,C07,15.468751
2024-06-10,10 June 2024,institutional,buy,4,UOB,U11,14.7337
2024-06-10,10 June 2024,institutional,buy,5,CapitaLand Investment,9CI,12.901207
2024-06-10,10 June 2024,institutional,buy,6,Great Eastern,G07,9.38363
2024-06-10,10 June 2024,institutional,buy,7,SATS,S58,5.979935
2024-06-10,10 June 2024,institutional,buy,8,Mapletree Logistics Trust,M44U,5.037374
2024-06-10,10 June 2024,institutional,buy,9,SGX,S68,3.506003
2024-06-10,10 June 2024,institutional,buy,10,Frasers Logistics & Commercial Trust,BUOU,3.439564
2024-06-10,10 June 2024,institutional,sell,1,Yangzijiang Shipbuilding,BS6,-33.092015
2024-06-10,10 June 2024,institutional,sell,2,CapitaLand Integrated Commercial Trust,C38U,-23.470779
2024-06-10,10 June 2024,institutional,sell,3,SIA,C6L,-21.658729
2024-06-10,10 June 2024,institutional,sell,4,CapitaLand Ascendas REIT,A17U,-19.521595
2024-06-10,10 June 2024,institutional,sell,5,Keppel,BN4,-14.381966
2024-06-10,10 June 2024,institutional,sell,6,City Developments,C09,-14.272728
2024-06-10,10 June 2024,institutional,sell,7,Genting Singapore,G13,-13.8012745
2024-06-10,10 June 2024,institutional,sell,8,Centurion Corporation,OU8,-10.7474995
2024-06-10,10 June 2024,institutional,sell,9,Thai Beverage,Y92,-8.293935
2024-06-10,10 June 2024,institutional,sell,10,Hongkong Land,H78,-7.625860596000001
2024-06-10,10 June 2024,retail,buy,1,SIA,C6L,31.773694
2024-06-10,10 June 2024,retail,buy,2,OCBC,O39,28.1145
2024-06-10,10 June 2024,retail,buy,3,City Developments,C09,26.971526
2024-06-10,10 June 2024,retail,buy,4,Genting Singapore,G13,18.8852355
2024-06-10,10 June 2024,retail,buy,5,Keppel,BN4,16.682673
2024-06-10,10 June 2024,retail,buy,6,CapitaLand Ascendas REIT,A17U,16.239569
2024-06-10,10 June 2024,retail,buy,7,Mapletree Pan Asia Commercial Trust,N2IU,15.593616
2024-06-10,10 June 2024,retail,buy,8,CapitaLand Integrated Commercial Trust,C38U,13.352269
2024-06-10,10 June 2024,retail,buy,9,DBS,D05,12.640785
2024-06-10,10 June 2024,retail,buy,10,Wilmar International,F34,11.479214
2024-06-10,10 June 2024,retail,sell,1,Singtel,Z74,-24.1316053
2024-06-10,10 June 2024,retail,sell,2,Great Eastern,G07,-11.738157
2024-06-10,10 June 2024,retail,sell,3,Jardine Cycle & Carriage,C07,-10.836102
2024-06-10,10 June 2024,retail,sell,4,SATS,S58,-7.81678
2024-06-10,10 June 2024,retail,sell,5,Yangzijiang Shipbuilding,BS6,-5.885695
2024-06-10,10 June 2024,retail,sell,6,Yoma Strategic,Z59,-3.608683399999999
2024-06-10,10 June 2024,retail,sell,7,iFAST Corporation,AIY,-2.42952
2024-06-10,10 June 2024,retail,sell,8,UMS Holdings,558,-1.486753
2024-06-10,10 June 2024,retail,sell,9,Japfa,UD2,-1.142842
2024-06-10,10 June 2024,retail,sell,10,Venture Corporation,V03,-0.934938
2024-06-17,17 June 2024,institutional,buy,1,Singtel,Z74,41.7363428
2024-06-17,17 June 2024,institutional,buy,2,Jardine Cycle & Carriage,C07,23.091499
2024-06-17,17 June 2024,institutional,buy,3,Golden Agri-Resources,E5H,13.874806
2024-06-17,17 June 2024,institutional,buy,4,Great Eastern,G07,10.137056
2024-06-17,17 June 2024,institutional,buy,5,Mapletree Logistics Trust,M44U,8.980998
2024-06-17,17 June 2024,institutional,buy,6,Sembcorp Industries,U96,5.109135
2024-06-17,17 June 2024,institutional,buy,7,UMS Holdings,558,4.576429
2024-06-17,17 June 2024,institutional,buy,8,ST Engineering,S63,3.726388
2024-06-17,17 June 2024,institutional,buy,9,Digital Core REIT,DCRU,3.72422067745
2024-06-17,17 June 2024,institutional,buy,10,Riverstone,AP4,3.029426
2024-06-17,17 June 2024,institutional,sell,1,DBS,D05,-46.617739
2024-06-17,17 June 2024,institutional,sell,2,Seatrium,5E2,-33.678131
2024-06-17,17 June 2024,institutional,sell,3,SIA,C6L,-20.363796
2024-06-17,17 June 2024,institutional,sell,4,OCBC,O39,-19.616295
2024-06-17,17 June 2024,institutional,sell,5,CapitaLand Ascendas REIT,A17U,-19.311997
2024-06-17,17 June 2024,institutional,sell,6,Yangzijiang Shipbuilding,BS6,-15.697796
2024-06-17,17 June 2024,institutional,sell,7,Keppel,BN4,-15.184918
2024-06-17,17 June 2024,institutional,sell,8,CapitaLand Integrated Commercial Trust,C38U,-11.478639
2024-06-17,17 June 2024,institutional,sell,9,SGX,S68,-10.309655
2024-06-17,17 June 2024,institutional,sell,10,Thai Beverage,Y92,-7.6172705
2024-06-17,17 June 2024,retail,buy,1,Seatrium,5E2,69.654496
2024-06-17,17 June 2024,retail,buy,2,DBS,D05,21.31868
2024-06-17,17 June 2024,retail,buy,3,OCBC,O39,18.491964
2024-06-17,17 June 2024,retail,buy,4,CapitaLand Ascendas REIT,A17U,14.783015
2024-06-17,17 June 2024,retail,buy,5,SIA,C6L,14.115273
2024-06-17,17 June 2024,retail,buy,6,Thai Beverage,Y92,7.9925795
2024-06-17,17 June 2024,retail,buy,7,UOL Group,U14,6.138982
2024-06-17,17 June 2024,retail,buy,8,Netlink NBN Trust,CJLU,5.3063835
2024-06-17,17 June 2024,retail,buy,9,City Developments,C09,4.816632
2024-06-17,17 June 2024,retail,buy,10,Keppel,BN4,4.771523
2024-06-17,17 June 2024,retail,sell,1,Singtel,Z74,-43.3645009
2024-06-17,17 June 2024,retail,sell,2,Jardine Cycle & Carriage,C07,-28.478676
2024-06-17,17 June 2024,retail,sell,3,Great Eastern,G07,-9.000364
2024-06-17,17 June 2024,retail,sell,4,CapitaLand Investment,9CI,-8.08407
2024-06-17,17 June 2024,retail,sell,5,Yangzijiang Shipbuilding,BS6,-5.511647
2024-06-17,17 June 2024,retail,sell,6,Venture Corporation,V03,-5.037399
2024-06-17,17 June 2024,retail,sell,7,Riverstone,AP4,-4.555945
2024-06-17,17 June 2024,retail,sell,8,UMS Holdings,558,-3.965568
2024-06-17,17 June 2024,retail,sell,9,iFast Corporation,AIY,-3.877835
2024-06-17,17 June 2024,retail,sell,10,Genting Singapore,G13,-3.544753
2024-06-24,24 June 2024,institutional,buy,1,Singtel,Z74,83.08941410000001
2024-06-24,24 June 2024,institutional,buy,2,ST Engineering,S63,36.653546
2024-06-24,24 June 2024,institutional,buy,3,UOB,U11,26.23988
2024-06-24,24 June 2024,institutional,buy,4,Venture Corporation,V03,6.80117
2024-06-24,24 June 2024,institutional,buy,5,Frasers Logistics & Commercial Trust,BUOU,3.6616175
2024-06-24,24 June 2024,institutional,buy,6,UOL Group,U14,3.184553
2024-06-24,24 June 2024,institutional,buy,7,Hongkong Land,H78,3.1286235865
2024-06-24,24 June 2024,institutional,buy,8,OCBC,O39,2.922377
2024-06-24,24 June 2024,institutional,buy,9,Yoma Strategic,Z59,2.70643
2024-06-24,24 June 2024,institutional,buy,10,Frencken Group,E28,2.656941
2024-06-24,24 June 2024,institutional,sell,1,DBS,D05,-73.569456
2024-06-24,24 June 2024,institutional,sell,2,Seatrium,5E2,-36.15868
2024-06-24,24 June 2024,institutional,sell,3,Sembcorp Industries,U96,-28.244614
2024-06-24,24 June 2024,institutional,sell,4,Genting Singapore,G13,-15.2967515
2024-06-24,24 June 2024,institutional,sell,5,City Developments,C09,-11.89076
2024-06-24,24 June 2024,institutional,sell,6,Keppel,BN4,-11.211986
2024-06-24,24 June 2024,institutional,sell,7,Jardine Cycle & Carriage,C07,-10.978054
2024-06-24,24 June 2024,institutional,sell,8,Thai Beverage,Y92,-10.6593505
2024-06-24,24 June 2024,institutional,sell,9,Wilmar International,F34,-9.380086
2024-06-24,24 June 2024,institutional,sell,10,Mapletree Industrial Trust,ME8U,-8.020266
2024-06-24,24 June 2024,retail,buy,1,Seatrium,5E2,47.723639
2024-06-24,24 June 2024,retail,buy,2,Sembcorp Industries,U96,27.289715
2024-06-24,24 June 2024,retail,buy,3,Jardine Cycle & Carriage,C07,27.273401
2024-06-24,24 June 2024,retail,buy,4,City Developments,C09,11.752555
2024-06-24,24 June 2024,retail,buy,5,Mapletree Logistics Trust,M44U,10.855524
2024-06-24,24 June 2024,retail,buy,6,Mapletree Industrial Trust,ME8U,9.655725
2024-06-24,24 June 2024,retail,buy,7,Thai Beverage,Y92,8.2362455
2024-06-24,24 June 2024,retail,buy,8,Jardine Matheson,J36,6.9450474022
2024-06-24,24 June 2024,retail,buy,9,Genting Singapore,G13,6.77309
2024-06-24,24 June 2024,retail,buy,10,Keppel,BN4,6.222642
2024-06-24,24 June 2024,retail,sell,1,Singtel,Z74,-73.7495613
2024-06-24,24 June 2024,retail,sell,2,UOB,U11,-66.155768
2024-06-24,24 June 2024,retail,sell,3,DBS,D05,-49.485973
2024-06-24,24 June 2024,retail,sell,4,ST Engineering,S63,-48.888445
2024-06-24,24 June 2024,retail,sell,5,OCBC,O39,-37.497256
2024-06-24,24 June 2024,retail,sell,6,SIA,C6L,-19.087929
2024-06-24,24 June 2024,retail,sell,7,Venture Corporation,V03,-8.558567
2024-06-24,24 June 2024,retail,sell,8,CapitaLand Integrated Commercial Trust,C38U,-6.279878
2024-06-24,24 June 2024,retail,sell,9,CapitaLand Investment,9CI,-3.587034
2024-06-24,24 June 2024,retail,sell,10,Yoma Strategic,Z59,-2.5740435
2024-07-01,1 July 2024,institutional,buy,1,DBS,D05,87.896548
2024-07-01,1 July 2024,institutional,buy,2,UOB,U11,72.709385
2024-07-01,1 July 2024,institutional,buy,3,Singtel,Z74,69.4267928
2024-07-01,1 July 2024,institutional,buy,4,OCBC,O39,64.5398735
2024-07-01,1 July 2024,institutional,buy,5,Seatrium,5E2,19.814191
2024-07-01,1 July 2024,institutional,buy,6,SATS,S58,12.18609
2024-07-01,1 July 2024,institutional,buy,7,Yangzijiang Shipbuilding,BS6,10.761997
2024-07-01,1 July 2024,institutional,buy,8,City Developments,C09,7.23648
2024-07-01,1 July 2024,institutional,buy,9,Great Eastern,G07,6.749523
2024-07-01,1 July 2024,institutional,buy,10,Mapletree Pan Asia Commercial Trust,N2IU,5.635181
2024-07-01,1 July 2024,institutional,sell,1,Genting Singapore,G13,-22.201369
2024-07-01,1 July 2024,institutional,sell,2,SIA,C6L,-19.529484
2024-07-01,1 July 2024,institutional,sell,3,Sembcorp Industries,U96,-15.206425
2024-07-01,1 July 2024,institutional,sell,4,Jardine Cycle & Carriage,C07,-14.798486
2024-07-01,1 July 2024,institutional,sell,5,Mapletree Industrial Trust,ME8U,-11.27769
2024-07-01,1 July 2024,institutional,sell,6,CapitaLand Ascendas REIT,A17U,-10.273832
2024-07-01,1 July 2024,institutional,sell,7,Thai Beverage,Y92,-6.5704425
2024-07-01,1 July 2024,institutional,sell,8,Wilmar International,F34,-5.98886
2024-07-01,1 July 2024,institutional,sell,9,CapitaLand Investment,9CI,-5.24609
2024-07-01,1 July 2024,institutional,sell,10,ST Engineering,S63,-4.690499
2024-07-01,1 July 2024,retail,buy,1,Genting Singapore,G13,20.544429
2024-07-01,1 July 2024,retail,buy,2,Jardine Cycle & Carriage,C07,17.474971
2024-07-01,1 July 2024,retail,buy,3,Sembcorp Industries,U96,14.857516
2024-07-01,1 July 2024,retail,buy,4,Mapletree Logistics Trust,M44U,11.252814
2024-07-01,1 July 2024,retail,buy,5,Yangzijiang Shipbuilding,BS6,10.638182
2024-07-01,1 July 2024,retail,buy,6,Thai Beverage,Y92,7.6474805
2024-07-01,1 July 2024,retail,buy,7,Sheng Siong Group,OV8,5.191355
2024-07-01,1 July 2024,retail,buy,8,Mapletree Industrial Trust,ME8U,4.615646
2024-07-01,1 July 2024,retail,buy,9,CapitaLand Ascott Trust,HMN,4.3067065
2024-07-01,1 July 2024,retail,buy,10,Jardine Matheson Holdings,J36,3.5220997933
2024-07-01,1 July 2024,retail,sell,1,DBS,D05,-147.045365
2024-07-01,1 July 2024,retail,sell,2,UOB,U11,-74.675578
2024-07-01,1 July 2024,retail,sell,3,OCBC,O39,-74.267203
2024-07-01,1 July 2024,retail,sell,4,Singtel,Z74,-63.19997470000001
2024-07-01,1 July 2024,retail,sell,5,Seatrium,5E2,-15.266875
2024-07-01,1 July 2024,retail,sell,6,SATS,S58,-11.625309
2024-07-01,1 July 2024,retail,sell,7,CapitaLand Integrated Commercial Trust,C38U,-9.300262
2024-07-01,1 July 2024,retail,sell,8,Great Eastern,G07,-7.494774
2024-07-01,1 July 2024,retail,sell,9,iFast Corporation,AIY,-7.351217
2024-07-01,1 July 2024,retail,sell,10,Nanofilm Technologies,MZH,-5.3102695
2024-07-08,8 July 2024,institutional,buy,1,ARA US Hospitality Trust,XZL,46.06753335659
2024-07-08,8 July 2024,institutional,buy,2,DBS,D05,42.53913200000002
2024-07-08,8 July 2024,institutional,buy,3,SATS,S58,33.813275
2024-07-08,8 July 2024,institutional,buy,4,UOB,U11,26.536535
2024-07-08,8 July 2024,institutional,buy,5,Singtel,Z74,22.92347610000001
2024-07-08,8 July 2024,institutional,buy,6,ST Engineering,S63,22.380622
2024-07-08,8 July 2024,institutional,buy,7,SGX,S68,13.732394
2024-07-08,8 July 2024,institutional,buy,8,Venture Corporation,V03,12.653218
2024-07-08,8 July 2024,institutional,buy,9,Yangzijiang Shipbuilding,BS6,11.1857558
2024-07-08,8 July 2024,institutional,buy,10,Great Eastern,G07,10.255087
2024-07-08,8 July 2024,institutional,sell,1,SIA,C6L,-26.883237
2024-07-08,8 July 2024,institutional,sell,2,Jardine Cycle & Carriage,C07,-16.38255
2024-07-08,8 July 2024,institutional,sell,3,Wilmar International,F34,-14.731499
2024-07-08,8 July 2024,institutional,sell,4,Sembcorp Industries,U96,-7.889571
2024-07-08,8 July 2024,institutional,sell,5,Seatrium,5E2,-7.303861
2024-07-08,8 July 2024,institutional,sell,6,Frasers Logistics & Commercial Trust,BUOU,-7.2311775
2024-07-08,8 July 2024,institutional,sell,7,CapitaLand Ascott Trust,HMN,-6.668066
2024-07-08,8 July 2024,institutional,sell,8,Keppel,BN4,-5.013424
2024-07-08,8 July 2024,institutional,sell,9,Mapletree Logistics Trust,M44U,-4.883849
2024-07-08,8 July 2024,institutional,sell,10,Frasers Centrepoint Trust,J69U,-2.76553
2024-07-08,8 July 2024,retail,buy,1,SIA,C6L,26.962104
2024-07-08,8 July 2024,retail,buy,2,Jardine Cycle & Carriage,C07,13.568187
2024-07-08,8 July 2024,retail,buy,3,Sembcorp Industries,U96,7.370248
2024-07-08,8 July 2024,retail,buy,4,Yangzijiang Shipbuilding,BS6,7.119604
2024-07-08,8 July 2024,retail,buy,5,Seatrium,5E2,6.565092
2024-07-08,8 July 2024,retail,buy,6,Samudera Shipping Line,S56,4.010208
2024-07-08,8 July 2024,retail,buy,7,Genting Singapore,G13,3.9472845
2024-07-08,8 July 2024,retail,buy,8,CapitaLand Ascott Trust,HMN,3.66878
2024-07-08,8 July 2024,retail,buy,9,Mermaid Maritime,DU4,2.6526902
2024-07-08,8 July 2024,retail,buy,10,Sheng Siong Group,OV8,2.379216
2024-07-08,8 July 2024,retail,sell,1,Singtel,Z74,-55.5794737
2024-07-08,8 July 2024,retail,sell,2,ARA US Hospitality Trust,XZL,-46.06753335659
2024-07-08,8 July 2024,retail,sell,3,SATS,S58,-36.044552
2024-07-08,8 July 2024,retail,sell,4,UOB,U11,-31.405904
2024-07-08,8 July 2024,retail,sell,5,CapitaLand Integrated Commercial Trust,C38U,-23.54932
2024-07-08,8 July 2024,retail,sell,6,ST Engineering,S63,-21.066717
2024-07-08,8 July 2024,retail,sell,7,Venture Corporation,V03,-19.646175
2024-07-08,8 July 2024,retail,sell,8,SGX,S68,-18.312172
2024-07-08,8 July 2024,retail,sell,9,CapitaLand Investment,9CI,-17.843505
2024-07-08,8 July 2024,retail,sell,10,DBS,D05,-14.013724
2024-07-15,15 July 2024,institutional,buy,1,Singtel,Z74,73.58426049999998
2024-07-15,15 July 2024,institutional,buy,2,Thai Beverage,Y92,13.553163
2024-07-15,15 July 2024,institutional,buy,3,Mapletree Industrial Trust,ME8U,12.808019
2024-07-15,15 July 2024,institutional,buy,4,Suntec REIT,T82U,11.045022
2024-07-15,15 July 2024,institutional,buy,5,CapitaLand Ascendas REIT,A17U,10.122771
2024-07-15,15 July 2024,institutional,buy,6,SGX,S68,9.191328
2024-07-15,15 July 2024,institutional,buy,7,Mapletree Pan Asia Commercial Trust,N2IU,7.058957
2024-07-15,15 July 2024,institutional,buy,8,ST Engineering,S63,6.962771
2024-07-15,15 July 2024,institutional,buy,9,Seatrium,5E2,5.997667
2024-07-15,15 July 2024,institutional,buy,10,Hongkong Land,H78,5.323832966000001
2024-07-15,15 July 2024,institutional,sell,1,DBS,D05,-171.9024082
2024-07-15,15 July 2024,institutional,sell,2,SIA,C6L,-29.929677
2024-07-15,15 July 2024,institutional,sell,3,Jardine Cycle & Carriage,C07,-14.389106
2024-07-15,15 July 2024,institutional,sell,4,Sembcorp Industries,U96,-12.90656
2024-07-15,15 July 2024,institutional,sell,5,OCBC,O39,-12.518608
2024-07-15,15 July 2024,institutional,sell,6,Genting Singapore,G13,-8.27625
2024-07-15,15 July 2024,institutional,sell,7,Keppel,BN4,-8.085335
2024-07-15,15 July 2024,institutional,sell,8,CapitaLand Investment,9CI,-7.979169
2024-07-15,15 July 2024,institutional,sell,9,UOB,U11,-7.706219
2024-07-15,15 July 2024,institutional,sell,10,Wilmar International,F34,-7.012319
2024-07-15,15 July 2024,retail,buy,1,DBS,D05,149.469613
2024-07-15,15 July 2024,retail,buy,2,OCBC,O39,28.615244
2024-07-15,15 July 2024,retail,buy,3,SIA,C6L,21.697191
2024-07-15,15 July 2024,retail,buy,4,Sembcorp Industries,U96,21.142012
2024-07-15,15 July 2024,retail,buy,5,Jardine Cycle & Carriage,C07,15.387589
2024-07-15,15 July 2024,retail,buy,6,Wilmar International,F34,9.575125
2024-07-15,15 July 2024,retail,buy,7,Keppel,BN4,9.185713
2024-07-15,15 July 2024,retail,buy,8,Genting Singapore,G13,8.8887565
2024-07-15,15 July 2024,retail,buy,9,Frencken Group,E28,8.261514
2024-07-15,15 July 2024,retail,buy,10,CapitaLand Investment,9CI,5.921239
2024-07-15,15 July 2024,retail,sell,1,Singtel,Z74,-69.8184291
2024-07-15,15 July 2024,retail,sell,2,SATS,S58,-10.151908
2024-07-15,15 July 2024,retail,sell,3,SGX,S68,-10.019215
2024-07-15,15 July 2024,retail,sell,4,Thai Beverage,Y92,-9.4782505
2024-07-15,15 July 2024,retail,sell,5,Suntec REIT,T82U,-9.444626
2024-07-15,15 July 2024,retail,sell,6,UOB,U11,-8.029348
2024-07-15,15 July 2024,retail,sell,7,ST Engineering,S63,-7.691022
2024-07-15,15 July 2024,retail,sell,8,Mapletree Industrial Trust,ME8U,-3.607337
2024-07-15,15 July 2024,retail,sell,9,Frasers Logistics & Commercial Trust,BUOU,-3.011695
2024-07-15,15 July 2024,retail,sell,10,Mapletree Logistics Trust,M44U,-2.563381
2024-07-22,22 July 2024,institutional,buy,1,Singtel,Z74,59.3663773
2024-07-22,22 July 2024,institutional,buy,2,CapitaLand Investment,9CI,6.883103
2024-07-22,22 July 2024,institutional,buy,3,Suntec REIT,T82U,5.756658
2024-07-22,22 July 2024,institutional,buy,4,Mapletree Logistics Trust,M44U,5.431893
2024-07-22,22 July 2024,institutional,buy,5,ST Engineering,S63,5.328051
2024-07-22,22 July 2024,institutional,buy,6,Venture Corporation,V03,3.390636
2024-07-22,22 July 2024,institutional,buy,7,SGX,S68,2.330771
2024-07-22,22 July 2024,institutional,buy,8,Mapletree Pan Asia Commercial Trust,N2IU,2.031168
2024-07-22,22 July 2024,institutional,buy,9,CapitaLand Integrated Commercial Trust,C38U,1.922024000000001
2024-07-22,22 July 2024,institutional,buy,10,Thai Beverage,Y92,1.7288205
2024-07-22,22 July 2024,institutional,sell,1,DBS,D05,-83.478717
2024-07-22,22 July 2024,institutional,sell,2,SIA,C6L,-41.975512
2024-07-22,22 July 2024,institutional,sell,3,OCBC,O39,-31.214208
2024-07-22,22 July 2024,institutional,sell,4,Yangzijiang Shipbuilding,BS6,-11.213226
2024-07-22,22 July 2024,institutional,sell,5,UMS,558,-5.10125
2024-07-22,22 July 2024,institutional,sell,6,Frencken Group,E28,-4.933619
2024-07-22,22 July 2024,institutional,sell,7,AEM,AWX,-4.85635
2024-07-22,22 July 2024,institutional,sell,8,ESR-LOGOS REIT,J91U,-3.847981
2024-07-22,22 July 2024,institutional,sell,9,Sembcorp Industries,U96,-3.636126
2024-07-22,22 July 2024,institutional,sell,10,iFast,AIY,-3.57334
2024-07-22,22 July 2024,retail,buy,1,DBS,D05,92.229042
2024-07-22,22 July 2024,retail,buy,2,SIA,C6L,50.039907
2024-07-22,22 July 2024,retail,buy,3,OCBC,O39,47.859296
2024-07-22,22 July 2024,retail,buy,4,Yangzijiang Shipbuilding,BS6,19.568089
2024-07-22,22 July 2024,retail,buy,5,UOB,U11,14.573467
2024-07-22,22 July 2024,retail,buy,6,Mapletree Logistics Trust,M44U,11.477486
2024-07-22,22 July 2024,retail,buy,7,Frencken Group,E28,9.403599
2024-07-22,22 July 2024,retail,buy,8,Genting Singapore,G13,6.8883595
2024-07-22,22 July 2024,retail,buy,9,Mapletree Pan Asia Commercial Trust,N2IU,5.694862
2024-07-22,22 July 2024,retail,buy,10,Keppel,BN4,5.537944
2024-07-22,22 July 2024,retail,sell,1,Singtel,Z74,-53.0325973
2024-07-22,22 July 2024,retail,sell,2,Thai Beverage,Y92,-7.0463705
2024-07-22,22 July 2024,retail,sell,3,Seatrium,5E2,-5.926382
2024-07-22,22 July 2024,retail,sell,4,Venture Corporation,V03,-3.834146
2024-07-22,22 July 2024,retail,sell,5,Suntec REIT,T82U,-2.830507
2024-07-22,22 July 2024,retail,sell,6,Dyna-Mac,NO4,-2.6720055
2024-07-22,22 July 2024,retail,sell,7,Samudera Shipping Line,S56,-2.1756535
2024-07-22,22 July 2024,retail,sell,8,CSE Global,544,-1.925141
2024-07-22,22 July 2024,retail,sell,9,Yoma Strategic,Z59,-1.725158099999999
