stock_code,company_name,date,notice_type,title,url
C38U,CAPITALAND INTEGRATED COMM TR,2026-05-21,substantial,Disclosure of Interest/Changes in Interest of Substantial Shareholder(s)/Unitholder(s),https://links.sgx.com/1.0.0/corporate-announcements/N6XX2A86GP3BVQHI/6dbe93a3424fec2d623fe1f9871a2c896c5b539a056ffb70d7f7ecba95218357
C38U,CAPITALAND INTEGRATED COMM TR,2026-05-21,substantial,Disclosure of Interest/Changes in Interest of Substantial Shareholder(s)/Unitholder(s),https://links.sgx.com/1.0.0/corporate-announcements/E7941OF3RJ9PYNCO/f557a4087dddd976fb40ef2dbaeac4974d9cadc3cc09182de51e124e829a0417
C38U,CAPITALAND INTEGRATED COMM TR,2026-05-18,substantial,Disclosure of Interest/Changes in Interest of Substantial Shareholder(s)/Unitholder(s),https://links.sgx.com/1.0.0/corporate-announcements/10MYKD3T9GHWROVE/3bdd57423dee6049c707e29a5dece2d77404ba7a9f4327861b98e405719a8c9b
C38U,CAPITALAND INTEGRATED COMM TR,2026-05-18,other,Disclosure of Interest/Changes in Interest,https://links.sgx.com/1.0.0/corporate-announcements/LNK7J3YF031T1BEH/2fc81fbee2177b280ad86f0eb000a59dbc263a722b37ec05ee151b1f92e77ecc
C38U,CAPITALAND INTEGRATED COMM TR,2026-05-04,substantial,Disclosure of Interest/Changes in Interest of Substantial Shareholder(s)/Unitholder(s),https://links.sgx.com/1.0.0/corporate-announcements/2RHF7VNVTMH072TH/2f93a69cb6bc76a11236f26d515a26c95aedeab0628da932ed28cd7513f43285
C38U,CAPITALAND INTEGRATED COMM TR,2026-04-30,director,Disclosure of Interest/Changes in Interest of Director/CEO,https://links.sgx.com/1.0.0/corporate-announcements/3UIL0A9VIP88KYGP/0448f7abeed25fd5072f2838c97680660af643c139b8f110e9b69eb32f0c08c3
S63,SINGAPORE TECHNOLOGIES ENGINEERING LTD,2026-07-24,substantial,Disclosure of Interest/Changes in Interest of Substantial Shareholder(s)/Unitholder(s),https://links.sgx.com/1.0.0/corporate-announcements/QBFITDVFRFIQA2BH/2b3eabb248b8340bbdd0ec7e9c25e059f032f3bc11017883a23224ca23bfd8a4
S63,SINGAPORE TECHNOLOGIES ENGINEERING LTD,2026-07-09,substantial,Disclosure of Interest/Changes in Interest of Substantial Shareholder(s)/Unitholder(s),https://links.sgx.com/1.0.0/corporate-announcements/QIASA6CCJ5T9YGN0/1387715647fe9290434286a8d60dee2964070dabc98352c5dc9ad993bb21dd9c
S63,SINGAPORE TECHNOLOGIES ENGINEERING LTD,2026-07-07,substantial,Disclosure of Interest/Changes in Interest of Substantial Shareholder(s)/Unitholder(s),https://links.sgx.com/1.0.0/corporate-announcements/347YNRSV0E8D4DX5/eb8848b647b9aa1a4d462087feabe0d927e8776430cfd3eea41c97563833568f
S63,SINGAPORE TECHNOLOGIES ENGINEERING LTD,2026-05-18,director,Disclosure of Interest/Changes in Interest of Director/CEO,https://links.sgx.com/1.0.0/corporate-announcements/ZA4J0NFDL59H5SSO/41ccbea48907bb61517085b26d0d8d1871eb535db2ae43c136cb2375b6bb3556
S63,SINGAPORE TECHNOLOGIES ENGINEERING LTD,2026-05-18,director,Disclosure of Interest/Changes in Interest of Director/CEO,https://links.sgx.com/1.0.0/corporate-announcements/QEK2LRP4G3XRC3F9/532a36931d6eb264badfc9ce75e67b13569e029abe96a17589f383d5c512537f
S63,SINGAPORE TECHNOLOGIES ENGINEERING LTD,2026-05-18,director,Disclosure of Interest/Changes in Interest of Director/CEO,https://links.sgx.com/1.0.0/corporate-announcements/581YZMXP50OT75D4/6460add4a6cf524a3cffd0529bdb862226a6c7274b64cb08a01981ba4007c037
S63,SINGAPORE TECHNOLOGIES ENGINEERING LTD,2026-05-18,director,Disclosure of Interest/Changes in Interest of Director/CEO,https://links.sgx.com/1.0.0/corporate-announcements/ECPET1F94L1C9YES/07b076c0a40d55f6f7c4988dbfd5b44e05b148593938ef7e9179f1ec88db9782
S63,SINGAPORE TECHNOLOGIES ENGINEERING LTD,2026-05-18,director,Disclosure of Interest/Changes in Interest of Director/CEO,https://links.sgx.com/1.0.0/corporate-announcements/4LSQXHCE0FXTS4YH/7db3c2f33cf739e54992ec55fb3f8aaa09c8e9db9377b6eec34ba44dfdc42b5a
S63,SINGAPORE TECHNOLOGIES ENGINEERING LTD,2026-05-18,director,Disclosure of Interest/Changes in Interest of Director/CEO,https://links.sgx.com/1.0.0/corporate-announcements/M820WY43197Y6PD1/fc4303a245327386dce69c14e4c6cb682c2dc9e20191c45af036f7cec8319447
F34,WILMAR INTERNATIONAL LIMITED,2026-04-09,substantial_shareholder,Disclosure of Interest/ Changes in Interest of Substantial Shareholder(s)/ Unitholder(s)::Notification in respect of becoming a Substantial Shareholder - ADM II,https://links.sgx.com/1.0.0/corporate-announcements/7Z1RCM0EC55JBQG6/d5ecf430d592361addcf6d148f3775dcfbbf8e83ab3bb44dab75bb3780126648
